"id","facility_construction_status","facility_name","naic_code","facility_category","facility_type","target_saving","display_pic_url","unit_number","street_number","street_name","city","country","province","postal_code","address","sector","gross_floor_area","number_of_storeys","occupancy","number_of_building","company_id","facility_id_general_status","facility_id_submission_status","ng_distribution_company","ng_distribution_company_data_extraction","longitude","latitude","facility_bas","facility_bas_connectivity","is_approved","approved_by","is_active","created_at","updated_at","created_by","updated_by","total_electricity_savings","energy_savings","total_incentive_earned","benchmarking_eui","facility_nickname","year_of_construction","facility_ubi","serial_number"
235,NULL,"Carbon Gas Storage","221210","221","221210",NULL,NULL,"","SE-17-029-22W4M","SE-17-029-22W4M","Carbon","Canada","Alberta","A1A1A1",NULL,"22",NULL,NULL,NULL,NULL,307,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-16 16:18:06.266","2025-04-29 21:26:17.136",476,476,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
236,NULL,"15-20-38-25W4","211110","211","211110",NULL,NULL,"","15-20-038-25W4","15-20-038-25W4","Joffre","Canada","Alberta","A1A1A1",NULL,"21",NULL,NULL,NULL,NULL,347,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-17 19:10:16.377","2025-04-17 19:22:30.466",525,525,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4
237,NULL,"Northeast Pigeon Lake Wastewater Commission","221320","221","221320",NULL,NULL,"","243019A","Highway 13","Wetaskiwin","Canada","Alberta","T9A2G5",NULL,"22",NULL,NULL,NULL,NULL,452,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-17 21:27:18.218","2025-05-23 18:11:29.702",683,683,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
238,NULL,"CSV Simonette Gas Plant","211110","211","211110",NULL,"https://semiproduploads.blob.core.windows.net/files/_63872_unknown1745416811864.jpg?sv=2025-05-05&spr=https&se=2035-04-23T14%3A00%3A12Z&sr=b&sp=r&sig=88niB7%2BTeIEQ0QBJa5d5e%2BmFq1NLIh55ZOZHkWj3p8Y%3D","","LSD: 13-11-062–27W5","LSD: 13-11-062–27W5","Greenview County","Canada","Alberta","T0H3M0",NULL,"21",NULL,NULL,NULL,NULL,119,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-23 14:00:47.249","2025-05-05 15:27:40.075",219,219,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4
239,NULL,"CSV Valhalla Gas Plant","211110","211","211110",NULL,"https://semiproduploads.blob.core.windows.net/files/_58201_unknown1745417452176.jpg?sv=2025-05-05&spr=https&se=2035-04-23T14%3A10%3A52Z&sr=b&sp=r&sig=cyIMdhQewT%2FA83lBiEanm5ciW%2FHNtGKeMRhPv%2BW3x54%3D","","LSD: 13-21-76-09-W6M","55°36'17""N 119°20'20""W","Saddle Hills County","Canada","Alberta","A1A1A1",NULL,"21",NULL,NULL,NULL,NULL,119,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-23 14:13:15.555","2025-05-05 15:29:04.413",219,219,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5
240,NULL,"Region II Bonnyville Office","561110","561","561110",NULL,"https://semiproduploads.blob.core.windows.net/files/_13620_unknown1745427455035.jpeg?sv=2025-05-05&spr=https&se=2035-04-23T16%3A57%3A35Z&sr=b&sp=r&sig=wQZ2k%2FAMzKEfIlmKe28d4KzFnR0SYEDsnEq%2FRYsqUKU%3D","5102","51","5102 51 st","Bonnyville","Canada","Alberta","T9N2H1",NULL,"56",NULL,NULL,NULL,NULL,448,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-23 17:13:57.243","2025-04-25 22:03:14.801",678,678,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
241,NULL,"10611 Kingsway Facility","561110","561","561110",NULL,"https://semiproduploads.blob.core.windows.net/files/_143142_unknown1745437754559.jpg?sv=2025-05-05&spr=https&se=2035-04-23T19%3A49%3A14Z&sr=b&sp=r&sig=Qe98j0qMs6YSPq083BbPqG%2BwRhf%2BK4HtERSId40rfzw%3D","10611","106","10611 Kingsway Avenue","Edmonton","Canada","Alberta","T5G3C8",NULL,"56",NULL,NULL,NULL,NULL,448,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-23 19:52:53.702","2025-04-23 20:08:30.411",678,678,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
242,NULL,"Tourmaline Horse 16-17-058-26W5","211110","211","211110",NULL,NULL,"3700","250 6 Ave SW","6 Ave SW","Calgary","Canada","Alberta","T2P3H7",NULL,"21",NULL,NULL,NULL,NULL,243,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-24 17:49:22.894","2025-04-24 17:58:25.547",387,387,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6
243,NULL,"Wastewater Treatment Plant","221320","221","221320",NULL,NULL,"","1100","River Drive","Devon","Canada","Alberta","T9G1A1",NULL,"22",NULL,NULL,NULL,NULL,433,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-24 19:02:46.004","2025-04-24 20:24:40.214",656,656,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
244,NULL,"Legacy Kitchens","238990","238","238990",NULL,"https://semiproduploads.blob.core.windows.net/files/_3395072_unknown1745596702478.jpg?sv=2025-05-05&spr=https&se=2035-04-25T15%3A58%3A23Z&sr=b&sp=r&sig=ZB%2FVAD8pXQF906iwwru8mQ3AUbkIeODuGGux%2FGWmW34%3D","","2980","Sunridge Way NE","Calgary","Canada","Alberta","T1Y7H9",NULL,"23",NULL,NULL,NULL,NULL,459,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-25 15:58:41.629","2025-05-30 16:02:02.667",693,693,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
245,NULL,"Grain Bin Brewing Company","311999","311","311999",NULL,NULL,"","10014","102 st","Grande Prairie","Canada","Alberta","T8V2V6",NULL,"31",NULL,NULL,NULL,NULL,461,1,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-25 20:58:20.635","2025-04-25 20:58:20.635",697,697,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
246,NULL,"Haul- All Equipment Ltd","333990","333","333990",NULL,NULL,"4115","18","Ave N","Lethbridge","Canada","Alberta","T1H5G1",NULL,"31",NULL,NULL,NULL,NULL,174,1,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-04-28 14:44:37.478","2025-04-28 14:45:07.418",301,301,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
247,NULL,"Public Works Shop","488490","488","488490",NULL,"https://semiproduploads.blob.core.windows.net/files/_28132_unknown1745862866229.jpeg?sv=2025-05-05&spr=https&se=2035-04-28T17%3A54%3A26Z&sr=b&sp=r&sig=BVz6Tkbba4U51U%2B6goH9LT23veFiBYUTIWVobYR7bv8%3D","","59422","HWY 44","Westlock","Canada","Alberta","T7P2P4",NULL,"48",NULL,NULL,NULL,NULL,462,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-04-28 17:55:09.219","2025-07-08 03:39:52.553",698,698,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
248,NULL,"Office","238390","238","238390",NULL,"https://semiproduploads.blob.core.windows.net/files/_20791_unknown1745864997080.jpg?sv=2025-05-05&spr=https&se=2035-04-28T18%3A29%3A57Z&sr=b&sp=r&sig=0fFPTO7uIIqzkZUU6kN3AIPEKukT1oaGBE%2BKu4NCHcc%3D","5","5105","76a st cl","Red Deer","Canada","Alberta","T4P3M2",NULL,"23",NULL,NULL,NULL,NULL,464,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-28 18:30:26.701","2025-04-28 18:32:57.313",700,700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
249,NULL,"Test Facility","112310","112","112310",NULL,NULL,"","123","Maple Street","Calgary","Canada","Alberta","A1A1A1",NULL,"11",NULL,NULL,NULL,NULL,70,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-04-29 16:08:29.791","2025-06-11 13:01:33.824",131,131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
250,NULL,"Paneeni","111310","111","111310",NULL,NULL,"","32","Panini St","Calgary","Canada","Alberta","G9G0G0",NULL,"11",NULL,NULL,NULL,NULL,445,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-04-29 17:01:15.277","2025-07-08 20:26:43.146",672,672,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
251,NULL,"S","111920","111","111920",NULL,NULL,"","52","Dev","Winnipeg","Canada","Alberta","T3M3P1",NULL,"11",NULL,NULL,NULL,NULL,470,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-29 17:27:36.236","2025-04-29 17:28:02.001",706,706,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
252,NULL,"Test Facility 1","114210","114","114210",NULL,NULL,"2","2","Test St","Calgary","Canada","Alberta","A1A1A1",NULL,"11",NULL,NULL,NULL,NULL,471,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-04-29 18:06:31.12","2025-04-30 13:46:14.67",707,707,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
253,NULL,"Bob","112420","112","112420",NULL,NULL,"","22","Devon","Calg","Canada","Alberta","T3M3P1",NULL,"11",NULL,NULL,NULL,NULL,473,1,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-04-29 20:24:41.121","2025-04-29 20:25:33.507",712,712,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
254,NULL,"Bob","114114","114","114114",NULL,NULL,"","22","Devon","Calgar","Canada","Alberta","T3W3a2",NULL,"11",NULL,NULL,NULL,NULL,473,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-04-29 20:26:27.33","2025-07-08 20:27:21.73",712,712,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
255,NULL,"Falkbuilt HQ","339999","339","339999",NULL,NULL,"2","4100","106 Ave SE","Calgary","Canada","Alberta","T2C5B6",NULL,"31",NULL,NULL,NULL,NULL,474,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-29 20:43:39.432","2025-04-30 16:11:57.083",716,716,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
256,NULL,"test facility 2","236210","236","236210",NULL,NULL,"2","2","Test","Calgary","Canada","Alberta","A2A1A1",NULL,"23",NULL,NULL,NULL,NULL,471,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-04-29 21:17:20.62","2025-04-30 13:46:06.758",707,707,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
257,NULL,"Haul-All","332999","332","332999",NULL,NULL,"","4115","18","Lethbridge","Canada","Alberta","T1H5G1",NULL,"31",NULL,NULL,NULL,NULL,475,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-30 15:42:59.544","2025-05-30 16:46:22.095",717,699,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
258,NULL,"Test Numba 2","114210","114","114210",NULL,NULL,"","12","Tester St","Calgary","Canada","Alberta","G7G7G7",NULL,"11",NULL,NULL,NULL,NULL,55,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-05-01 15:42:12.746","2025-07-08 20:14:59.705",672,105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7
259,NULL,"Strachan","213118","213","213118",NULL,NULL,"","ss","ss","ss","Canada","Alberta","T2P3n4",NULL,"21",NULL,NULL,NULL,NULL,402,1,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-05-01 19:04:07.616","2025-05-01 19:04:27.814",610,610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
260,NULL,"Trafford Farms ","111411","111","111411",NULL,NULL,"4","4515 ","Highway 582","Didsbury","Canada","Alberta","T0M0W0",NULL,"11",NULL,NULL,NULL,NULL,435,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-05-02 16:12:57.951","2025-07-08 17:08:37.787",658,658,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
261,NULL,"Gordondale East Gas Plant","211110","211","211110",NULL,NULL,"11-26-79-09- W6M","55.880148","-119.296966","Peach Arch","Canada","Alberta","A1A1A1",NULL,"21",NULL,NULL,NULL,NULL,367,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-05-02 19:34:35.636","2025-05-02 19:36:29.533",211,211,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6
262,NULL,"E&A Tire Recycling","562110","562","562110",NULL,NULL,"264","264","Elm st","Fort mcmurray ","Canada","Alberta","T9k0k2",NULL,"56",NULL,NULL,NULL,NULL,438,1,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-05-05 12:33:42.258","2025-05-29 09:08:59.816",663,663,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
263,NULL,"Larry Desmueles","561110","561","561110",NULL,"https://semiproduploads.blob.core.windows.net/files/_123591_unknown1746468486323.jpg?sv=2025-05-05&spr=https&se=2035-05-05T18%3A08%3A06Z&sr=b&sp=r&sig=kitGw%2B1HDGftI1Wk3G%2BFBy7tlxrpLoPhh00wG%2BYw1yU%3D","","11923","121A Street","Edmonton","Canada","Alberta","T5L0A2",NULL,"56",NULL,NULL,NULL,NULL,478,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-05-05 18:08:18.186","2025-06-02 20:51:15.637",723,723,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
264,NULL,"Frito-Lay Taber","311919","311","311919",NULL,NULL,"","5904 ","52 Ave","Taber","Canada","Alberta","T1G1W9",NULL,"31",NULL,NULL,NULL,NULL,479,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-05-06 18:42:45.34","2025-06-06 15:08:22.453",87,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
265,NULL,"Frito-Lay Lethbridge","311919","311","311919",NULL,NULL,"","2200 ","31 St N","Lethbridge","Canada","Alberta","T1H5K8",NULL,"31",NULL,NULL,NULL,NULL,479,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-05-06 19:10:03.088","2025-06-06 15:10:17.261",87,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
266,NULL,"Strachan","213118","213","213118",NULL,NULL,"","1","ssss","Calgary","Canada","Alberta","T2P0N3",NULL,"21",NULL,NULL,NULL,NULL,402,1,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-05-07 15:09:51.891","2025-05-07 15:10:30.766",610,610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
267,NULL,"Strachan","213118","213","213118",NULL,NULL,"","2000","2000","Rocky Mountain House","Canada","Alberta","T4T1B5",NULL,"21",NULL,NULL,NULL,NULL,402,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-05-07 21:31:52.529","2025-07-03 20:15:58.303",610,796,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
268,NULL,"Ice River Springs - Calgary","312110","312","312110",NULL,"https://semiproduploads.blob.core.windows.net/files/_4587488_unknown1746741453953.png?sv=2025-05-05&spr=https&se=2035-05-08T21%3A57%3A34Z&sr=b&sp=r&sig=%2FJ3EiB2gPQ0CnHloUDnfPESzQ%2BDM8RldBfZL%2FvcS0sM%3D","","7120","Barlow Trail SE","Calgary","Canada","Alberta","T2C2E1",NULL,"31",NULL,NULL,NULL,NULL,480,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-05-08 21:57:35.615","2025-07-07 13:03:36.55",729,729,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
269,NULL,"Rivers Edge Camping Association","111940","111","111940",NULL,"https://semiproduploads.blob.core.windows.net/files/_1540541_unknown1746808145847.jpeg?sv=2025-05-05&spr=https&se=2035-05-09T16%3A29%3A07Z&sr=b&sp=r&sig=YplpOAXXvV5RcnTnfAu8lrGpcCmTC0avQH9dHA6mktc%3D","","5;5;29;36;W ","5; 5; 29; 36; NE","Cremona","Canada","Alberta","A1A1A1",NULL,"11",NULL,NULL,NULL,NULL,481,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-05-09 16:31:15.662","2025-05-23 16:41:47.394",730,730,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
270,NULL,"Rivers Edge Camping Association","111940","111","111940",NULL,"https://semiproduploads.blob.core.windows.net/files/_1540541_unknown1746808145847.jpeg?sv=2025-05-05&spr=https&se=2035-05-09T16%3A29%3A07Z&sr=b&sp=r&sig=YplpOAXXvV5RcnTnfAu8lrGpcCmTC0avQH9dHA6mktc%3D","","5;5;29;36;W ","5; 5; 29; 36; NE","Cremona","Canada","Alberta","A1A1A1",NULL,"11",NULL,NULL,NULL,NULL,481,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-05-09 16:31:16.421","2025-05-09 16:38:27.327",730,730,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
271,NULL,"Swan Hills Treatment Centre","562210","562","562210",NULL,"https://semiproduploads.blob.core.windows.net/files/_1397597_unknown1746818474292.jpg?sv=2025-05-05&spr=https&se=2035-05-09T19%3A21%3A14Z&sr=b&sp=r&sig=0FBmoXiXpwNgFBoU2K7KVCaJVYubAw12cELux768kXg%3D","","10000","Chrystina Lake Road","Swan Hills","Canada","Alberta","T0G2C0",NULL,"56",NULL,NULL,NULL,NULL,364,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-05-09 19:21:51.918","2025-05-09 19:31:11.082",552,552,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
272,NULL,"BrokenFacility","324190","324","324190",NULL,NULL,"","234","Theeran St","Calgary","Canada","Alberta","G7G7G7",NULL,"31",NULL,NULL,NULL,NULL,485,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-05-12 16:43:18.946","2025-07-08 20:26:14.387",734,734,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
273,NULL,"TestUploadFiles2","561710","561","561710",NULL,NULL,"","1","str","cas","Canada","Alberta","X1X1X1",NULL,"56",NULL,NULL,NULL,NULL,70,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-05-13 10:17:21.654","2025-07-08 20:15:30.972",131,131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11
274,NULL,"Institute For The Advancement Of Aboriginal Women","561310","561","561310",NULL,NULL,"102","10220 ","156 St NW","Edmonton","Canada","Alberta","T5P2R1",NULL,"56",NULL,NULL,NULL,NULL,491,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-05-13 22:48:22.369","2025-05-13 22:53:20.858",741,741,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
275,NULL,"Rimbey","213118","213","213118",NULL,NULL,"","AB-771","AB-771","Ponoka County","Canada","Alberta","T0C0M0",NULL,"21",NULL,NULL,NULL,NULL,402,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-05-14 14:44:38.49","2025-06-18 15:32:20.071",613,610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4
276,NULL,"23","111120","111","111120",NULL,NULL,"","23","32323","Calgary","Canada","Alberta","A1A1A1",NULL,"11",NULL,NULL,NULL,NULL,493,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-05-14 14:47:01.359","2025-07-08 20:27:08.721",743,743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
277,NULL,"Test","213118","213","213118",NULL,NULL,"","234","234234","Calgary","Canada","Alberta","A1A1A1",NULL,"21",NULL,NULL,NULL,NULL,493,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-05-14 14:48:28.583","2025-07-08 20:15:07.219",743,743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
278,NULL,"Alberta Plywood","321212","321","321212",NULL,"https://semiproduploads.blob.core.windows.net/files/_110821_unknown1747245619290.jpg?sv=2025-05-05&spr=https&se=2035-05-14T18%3A00%3A19Z&sr=b&sp=r&sig=tOKnL8LPFHBewt5ltvP0KYH4RdNPTg8Ew4flUJgTAO4%3D","","9923","65 Avenue NW","Edmonton","Canada","Alberta","T6E0L1",NULL,"31",NULL,NULL,NULL,NULL,455,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-05-14 17:16:15.853","2025-06-19 20:17:05.965",694,687,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
279,NULL,"Ranger Board","321216","321","321216",NULL,"https://semiproduploads.blob.core.windows.net/files/_49940_unknown1747242801336.webp?sv=2025-05-05&spr=https&se=2035-05-14T17%3A13%3A21Z&sr=b&sp=r&sig=GZMTAZB3VtRXK%2BkTLj9bqc%2BwInifAiSbf4oMPIKzus4%3D","","Highway 658","1km north of Blue Ridge","Blue Ridge","Canada","Alberta","T0E0B0",NULL,"31",NULL,NULL,NULL,NULL,455,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-05-14 17:16:57.985","2025-06-19 15:45:08.955",687,687,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
280,NULL,"Canfor Fox Creek","321111","321","321111",NULL,NULL,"","19040 ","Highway 43","Fox Creek","Canada","Alberta","T0H1P0",NULL,"31",NULL,NULL,NULL,NULL,175,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-05-15 22:12:09.334","2025-05-15 22:19:21.849",302,302,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
281,NULL,"Canfor Whitecourt","321111","321","321111",NULL,NULL,"","5004","52 Street","Whitecourt","Canada","Alberta","T7S1N2",NULL,"31",NULL,NULL,NULL,NULL,175,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-05-15 23:15:14.895","2025-05-15 23:18:58.452",302,302,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
282,NULL,"Testr","238390","238","238390",NULL,NULL,"","3","333","Calgary","Canada","Alberta","A1A1A1",NULL,"23",NULL,NULL,NULL,NULL,499,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-05-16 14:31:30.158","2025-07-08 20:15:13.054",755,755,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
283,NULL,"Spruceland","321111","321","321111",NULL,NULL,"","103803","283 Street","Acheson","Canada","Alberta","T7X6A7",NULL,"31",NULL,NULL,NULL,NULL,175,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-05-16 18:23:23.083","2025-05-16 18:33:56.615",302,302,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
284,NULL,"Canfor Grande Prairie","321111","321","321111",NULL,NULL,"","8701","108 Street","Grande Prairie","Canada","Alberta","T8V4C5",NULL,"31",NULL,NULL,NULL,NULL,175,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-05-16 18:38:24.321","2025-05-16 18:46:05.135",302,302,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4
285,NULL,"Athabasca Regional Multiplex","561990","561","561990",NULL,NULL,"","2","University Drive","Athabasca","Canada","Alberta","T9S0A3",NULL,"56",NULL,NULL,NULL,NULL,501,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-05-20 17:49:42.957","2025-05-20 17:55:55.681",757,757,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
286,NULL,"asas","311920","311","311920",NULL,"https://semiproduploads.blob.core.windows.net/files/_258259_unknown1747837032215.png?sv=2025-05-05&spr=https&se=2035-05-21T14%3A17%3A13Z&sr=b&sp=r&sig=d2YzD8FB%2F4%2BbHYT4Y5FtS7HJVu5xcI7YzpgM8ZMf%2Br0%3D","","22","111","calg","Canada","Alberta","T3M3P3",NULL,"31",NULL,NULL,NULL,NULL,494,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-05-20 19:26:07.381","2025-07-08 20:17:11.616",744,744,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
287,NULL,"Sweet Grass Contracting","311119","311","311119",NULL,"https://semiproduploads.blob.core.windows.net/files/_587920_unknown1747780837658.png?sv=2025-05-05&spr=https&se=2035-05-20T22%3A40%3A38Z&sr=b&sp=r&sig=dZEGPQ3YrUaNBz7vX2HsugxTDv3bWI7%2BmHpiNYeMW0o%3D","303040","260"," Rge Rd ","Linden","Canada","Alberta","T0M1J0",NULL,"31",NULL,NULL,NULL,NULL,495,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-05-20 22:42:01.79","2025-06-12 19:55:23.876",748,748,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
288,NULL,"Barrhead Transit Mix","327310","327","327310",NULL,"https://semiproduploads.blob.core.windows.net/files/_71765_unknown1747861588946.jpg?sv=2025-05-05&spr=https&se=2035-05-21T21%3A06%3A29Z&sr=b&sp=r&sig=Pz1aZd899prPP95GVzFHx55ajPsyx0ECDRyDzLitMi8%3D","","4702","62 ave","Barrhead","Canada","Alberta","T7N1A3",NULL,"31",NULL,NULL,NULL,NULL,345,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-05-21 21:08:13.642","2025-05-21 21:19:51.166",523,523,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
289,NULL,"Administration Office","561110","561","561110",NULL,NULL,"","58°27'22.6""N , ","116°16'28.4""W","Rocky Lane","Canada","Alberta","A1A1A1",NULL,"56",NULL,NULL,NULL,NULL,505,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-05-22 16:20:31.276","2025-05-22 16:26:28.804",762,762,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
290,NULL,"Carpentry Shop","238390","238","238390",NULL,NULL,"","11","Dominics Road","Child Lake","Canada","Alberta","T0H2H0",NULL,"23",NULL,NULL,NULL,NULL,505,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-05-22 16:24:39.77","2025-05-22 16:26:10.735",762,762,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
291,NULL,"2-18-52-12W5 Carrot Creek","211110","211","211110",NULL,NULL,"","2-18-52-12","W5","Edson","Canada","Alberta","A1A1A1",NULL,"21",NULL,NULL,NULL,NULL,506,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-05-22 16:28:39.627","2025-05-22 16:30:35.324",763,763,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
292,NULL,"Water Treatment Plant","221310","221","221310",NULL,NULL,"","58°27'37.6""N","116°15'32.6""W","Rocky Lane","Canada","Alberta","A1A1A1",NULL,"22",NULL,NULL,NULL,NULL,505,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-05-22 16:28:47.452","2025-05-22 16:30:36.053",762,762,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
293,NULL,"DIRTT Primer","321999","321","321999",NULL,NULL,"","5620","68 Ave SE","Calgary","Canada","Alberta","T2C4N8",NULL,"31",NULL,NULL,NULL,NULL,457,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-05-23 17:21:38.43","2025-05-23 17:29:23.573",691,691,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
